Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown
2020-09-30,TX,748967,15977,8888.0,21204.0,801.0,,,,242.0,701855.0,21204.0,25908.0,701855,15711.0,4629.0,1738.0,8618.0,288.0,,,,82.0,356.0,8618.0,6737.0,356.0
2020-09-30,UT,73042,35431,1473.0,23187.0,1655.0,1315.0,2698.0,,8022.0,7196.0,23187.0,42659.0,7196,459.0,239.0,7.0,102.0,24.0,34.0,25.0,,37.0,25.0,102.0,332.0,25.0
2020-09-30,VA,148271,43045,29679.0,34793.0,4523.0,178.0,,1102.0,3440.0,31511.0,34793.0,81967.0,31511,3208.0,1743.0,835.0,309.0,148.0,7.0,,3.0,50.0,113.0,309.0,2786.0,113.0
2020-09-30,VI,1318,,,,,,,,,1318.0,,,1318,20.0,,,,,,,,,20.0,,,20.0
2020-09-30,VT,1752,1463,174.0,,66.0,2.0,,,38.0,9.0,59.0,1689.0,4,58.0,55.0,,,2.0,,,,1.0,0.0,0.0,58.0,0.0
2020-09-30,WA,87522,23396,3513.0,24577.0,2920.0,995.0,1474.0,1550.0,1173.0,27924.0,24577.0,35021.0,27924,2126.0,1414.0,69.0,295.0,157.0,55.0,34.0,23.0,40.0,39.0,295.0,1792.0,39.0
2020-09-30,WI,129123,90773,11938.0,,3010.0,1420.0,,,10102.0,11880.0,21106.0,89657.0,18360,1337.0,1000.0,237.0,,36.0,17.0,,,25.0,22.0,153.0,1156.0,28.0
2020-09-30,WV,15848,12396,920.0,,,4.0,,,2528.0,0.0,,,,350.0,287.0,9.0,,,0.0,,,54.0,4.0,,,
2020-09-30,WY,5948,3310,55.0,701.0,35.0,514.0,25.0,,282.0,1144.0,701.0,4221.0,1144,50.0,23.0,1.0,2.0,0.0,15.0,,,0.0,9.0,2.0,39.0,9.0
2020-09-27,AK,8431,2285,337.0,,249.0,1475.0,324.0,335.0,291.0,3135.0,578.0,3583.0,4270,56.0,23.0,2.0,,4.0,19.0,7.0,0.0,0.0,1.0,1.0,50.0,5.0
2020-09-27,AL,152321,46169,33576.0,,528.0,,,,10668.0,61364.0,7618.0,65133.0,79569,2501.0,1283.0,933.0,,8.0,,,,54.0,223.0,68.0,2007.0,426.0
2020-09-27,AR,81242,45901,17060.0,,939.0,214.0,2356.0,629.0,5361.0,8782.0,14867.0,66374.0,1,1308.0,769.0,255.0,,16.0,2.0,43.0,7.0,66.0,150.0,85.0,1223.0,0.0
2020-09-27,AS,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-27,AZ,217237,53792,6596.0,66396.0,2230.0,12669.0,,,7052.0,68502.0,66396.0,82339.0,68502,5623.0,1845.0,177.0,1710.0,66.0,594.0,,,94.0,629.0,1710.0,3284.0,629.0
2020-09-27,CA,802308,95499,23848.0,341600.0,30841.0,1480.0,3034.0,5883.0,56629.0,243494.0,341600.0,217214.0,243494,15587.0,4567.0,1177.0,7389.0,1794.0,49.0,69.0,99.0,125.0,318.0,7389.0,7880.0,318.0
2020-09-27,CO,69079,25835,2922.0,25427.0,1326.0,393.0,276.0,904.0,538.0,11453.0,25427.0,32194.0,,1940.0,1210.0,122.0,451.0,61.0,13.0,6.0,27.0,9.0,36.0,451.0,1448.0,36.0
2020-09-27,CT,56587,19768,7368.0,11132.0,832.0,57.0,,285.0,486.0,16659.0,11132.0,28796.0,16659,4501.0,3290.0,662.0,400.0,49.0,2.0,,35.0,21.0,42.0,400.0,4059.0,42.0
2020-09-27,DC,15250,3310,7716.0,,247.0,36.0,42.0,,3839.0,60.0,3853.0,10077.0,1320,624.0,67.0,465.0,78.0,8.0,,,,0.0,6.0,78.0,540.0,6.0
2020-09-27,DE,20260,7422,5354.0,4666.0,265.0,,,,934.0,2672.0,4666.0,13975.0,2672,633.0,409.0,162.0,49.0,1.0,,,,12.0,77.0,49.0,584.0,77.0
2020-09-27,FL,700564,178917,102684.0,201006.0,,,,,45838.0,172119.0,201006.0,284516.0,215042,14202.0,6704.0,2566.0,3582.0,,,,,578.0,772.0,3582.0,9128.0,1492.0
2020-09-27,GA,314685,97003,81897.0,40377.0,4980.0,182.0,288.0,,8730.0,81228.0,40377.0,161193.0,113115,6946.0,3421.0,2855.0,427.0,130.0,7.0,6.0,,20.0,80.0,427.0,6427.0,92.0
2020-09-27,GU,2354,257,,,588.0,,1062.0,,197.0,250.0,,,,43.0,,,,,,,,,43.0,,,43.0
2020-09-27,HI,12116,1048,164.0,,2316.0,,2691.0,,354.0,5543.0,,,,132.0,13.0,5.0,,71.0,,35.0,,5.0,3.0,,,
2020-09-27,IA,86560,60594,5193.0,,2596.0,865.0,0.0,,1731.0,15581.0,11253.0,59728.0,15581,1315.0,1065.0,51.0,,26.0,4.0,13.0,,6.0,147.0,73.0,1080.0,160.0
2020-09-27,ID,40501,19837,367.0,,295.0,597.0,103.0,1311.0,4136.0,13855.0,7108.0,14722.0,18670,460.0,435.0,4.0,,3.0,6.0,,,5.0,7.0,56.0,399.0,5.0
2020-09-27,IL,290419,84430,39310.0,74097.0,6486.0,366.0,518.0,,10338.0,74874.0,74097.0,141448.0,74874,8845.0,4094.0,2220.0,1727.0,381.0,12.0,10.0,,47.0,354.0,1727.0,6764.0,110.0
2020-09-27,IN,117450,63391,11304.0,,1328.0,,,,16995.0,24432.0,10204.0,43512.0,63734,3580.0,2206.0,445.0,,18.0,,,,445.0,466.0,78.0,1699.0,1803.0
2020-09-27,KS,56592,37759,4013.0,,1444.0,421.0,,,3294.0,9661.0,14308.0,29386.0,12898,632.0,450.0,85.0,,13.0,7.0,,,42.0,35.0,92.0,488.0,52.0
2020-09-27,KY,66491,34214,5250.0,,516.0,163.0,60.0,2605.0,,23683.0,4416.0,37286.0,24789,1157.0,884.0,136.0,,11.0,0.0,,27.0,,99.0,36.0,987.0,134.0
2020-09-27,LA,166075,63233,59447.0,,8036.0,430.0,183.0,,14771.0,19975.0,,,166075,5465.0,2725.0,2417.0,,35.0,4.0,7.0,,31.0,246.0,140.0,4969.0,356.0
2020-09-27,MA,130642,41199,12357.0,30077.0,2935.0,,,,8378.0,35696.0,30077.0,64869.0,35696,9404.0,7102.0,762.0,650.0,232.0,,,,601.0,57.0,650.0,8697.0,57.0
2020-09-27,MD,123403,30858,39111.0,26766.0,2334.0,,,,5665.0,18669.0,26766.0,77968.0,18669,3935.0,1671.0,1607.0,450.0,148.0,,,,42.0,17.0,450.0,3468.0,17.0
2020-09-27,ME,5288,3540,978.0,,116.0,13.0,3.0,25.0,144.0,469.0,203.0,4276.0,809,140.0,121.0,4.0,,0.0,0.0,0.0,0.0,0.0,15.0,0.0,114.0,26.0
2020-09-27,MI,134373,65823,27260.0,,2541.0,597.0,,8884.0,8480.0,20788.0,9714.0,83784.0,40875,7044.0,3823.0,2683.0,,89.0,20.0,,101.0,139.0,189.0,201.0,5714.0,1129.0
2020-09-27,MN,96734,47009,16733.0,15076.0,5099.0,823.0,134.0,1217.0,1607.0,9036.0,15076.0,72622.0,9036,2060.0,1558.0,191.0,96.0,93.0,37.0,2.0,13.0,7.0,63.0,96.0,1901.0,63.0
2020-09-27,MO,123406,28383,12341.0,,,,,2468.0,2468.0,77746.0,8218.0,70192.0,44993,2063.0,981.0,497.0,,,,,16.0,59.0,510.0,84.0,1976.0,2.0
2020-09-27,MP,70,,,,,,,,,70.0,,,,2.0,,,,,,,,,2.0,,,
2020-09-27,MS,96859,34403,37928.0,2840.0,344.0,1278.0,,,5767.0,14299.0,2840.0,59511.0,34508,2919.0,1336.0,1347.0,38.0,6.0,85.0,,,39.0,69.0,38.0,2457.0,424.0
2020-09-27,MT,12107,5747,73.0,,39.0,2048.0,,,109.0,4091.0,377.0,7145.0,4585,173.0,80.0,,,,47.0,,,,46.0,,,
2020-09-27,NC,207380,94624,38021.0,,3170.0,2576.0,313.0,,24677.0,43999.0,46679.0,91642.0,69059,3441.0,1973.0,989.0,,44.0,45.0,6.0,,217.0,167.0,294.0,2762.0,385.0
2020-09-27,ND,20724,11622,1293.0,,289.0,1103.0,,330.0,41.0,6046.0,,,20724,156.0,,,,,,,,,156.0,,,156.0
2020-09-27,NE,44063,27600,2300.0,,1600.0,437.0,68.0,,2000.0,10058.0,12000.0,20400.0,11663,470.0,370.0,33.0,,18.0,11.0,0.0,,12.0,26.0,91.0,319.0,60.0
2020-09-27,NH,8172,5341,381.0,1015.0,222.0,,,,257.0,956.0,1015.0,6201.0,956,439.0,402.0,9.0,12.0,4.0,,,,1.0,11.0,12.0,416.0,11.0
2020-09-27,NJ,203548,49888,21274.0,38991.0,6672.0,,,,15467.0,71256.0,38991.0,93301.0,71256,16109.0,8596.0,2851.0,3184.0,769.0,,,,301.0,305.0,3184.0,12620.0,305.0
2020-09-27,NM,28844,3642,4713.0,11211.0,161.0,7245.0,,,,1872.0,11211.0,15761.0,1872,870.0,173.0,7.0,159.0,2.0,404.0,,,,125.0,159.0,586.0,125.0
2020-09-27,NV,78728,16607,4895.0,26449.0,4466.0,300.0,,,5985.0,20026.0,26449.0,32253.0,20026,1585.0,537.0,128.0,246.0,130.0,8.0,,,5.0,531.0,246.0,808.0,531.0
2020-09-27,NY,455626,,,,,,,,,455626.0,,,,28728.0,8808.0,6453.0,6807.0,1719.0,,,,1851.0,3090.0,6807.0,18831.0,3090.0
2020-09-27,OH,150809,84916,30082.0,,3758.0,189.0,195.0,4645.0,9680.0,17344.0,9137.0,108714.0,32958,4741.0,3665.0,858.0,,48.0,4.0,2.0,62.0,32.0,70.0,103.0,4520.0,118.0
2020-09-27,OK,84333,47971,6014.0,,2798.0,8231.0,,,3351.0,15968.0,14192.0,49858.0,20283,1006.0,721.0,65.0,,22.0,100.0,,,31.0,67.0,64.0,801.0,141.0
2020-09-27,OR,32820,13435,1083.0,,957.0,812.0,586.0,599.0,10958.0,4390.0,12535.0,15950.0,4335,547.0,357.0,12.0,,19.0,12.0,7.0,9.0,60.0,71.0,74.0,376.0,97.0
2020-09-27,PA,156150,59648,20592.0,,2776.0,,,,1508.0,71626.0,12801.0,41039.0,102310,8106.0,5863.0,1668.0,,167.0,,,,383.0,25.0,472.0,7609.0,25.0
2020-09-27,PR,46304,,,,,,,,,46304.0,,,,644.0,,,,,,,,,644.0,,,
2020-09-27,RI,24181,6830,2230.0,8187.0,359.0,72.0,0.0,156.0,316.0,6031.0,8187.0,9963.0,6031,1107.0,724.0,56.0,104.0,13.0,1.0,0.0,1.0,0.0,208.0,104.0,795.0,208.0
2020-09-27,SC,145887,56135,38200.0,,1384.0,,,,9450.0,40718.0,11504.0,76122.0,58261,3326.0,1600.0,1163.0,,0.0,,,,81.0,482.0,102.0,2409.0,815.0
2020-09-27,SD,21541,13110,1277.0,1542.0,801.0,2603.0,,,2208.0,0.0,1542.0,19999.0,0,218.0,145.0,2.0,6.0,5.0,42.0,,,18.0,0.0,6.0,212.0,0.0
2020-09-27,TN,192995,104678,34911.0,,1788.0,256.0,149.0,,23370.0,27843.0,25132.0,128013.0,39850,2377.0,1586.0,647.0,,23.0,4.0,2.0,,103.0,12.0,145.0,2224.0,8.0
2020-09-27,TX,735132,15977,8888.0,21204.0,801.0,,,,242.0,688020.0,21204.0,25908.0,688020,15522.0,4629.0,1738.0,8618.0,288.0,,,,82.0,167.0,8618.0,6737.0,167.0
2020-09-27,UT,70615,33803,1442.0,22659.0,1605.0,1288.0,2637.0,,7811.0,7098.0,22659.0,40858.0,7098,453.0,236.0,7.0,102.0,23.0,34.0,25.0,,37.0,23.0,102.0,328.0,23.0
2020-09-27,VA,146144,42026,29186.0,34433.0,4469.0,174.0,,1067.0,3390.0,31399.0,34433.0,80312.0,31399,3159.0,1710.0,822.0,306.0,144.0,7.0,,3.0,50.0,117.0,306.0,2736.0,117.0
2020-09-27,VI,1317,,,,,,,,,1317.0,,,1317,19.0,,,,,,,,,19.0,,,19.0
2020-09-27,VT,1742,1453,174.0,,66.0,2.0,,,38.0,9.0,59.0,1678.0,5,58.0,55.0,,,2.0,,,,1.0,0.0,0.0,58.0,0.0
2020-09-27,WA,86269,23023,3474.0,24325.0,2892.0,984.0,1459.0,1532.0,1170.0,27410.0,24325.0,34534.0,27410,2100.0,1440.0,66.0,289.0,152.0,53.0,32.0,23.0,40.0,5.0,289.0,1806.0,5.0
2020-09-27,WI,122478,85449,11600.0,,2872.0,1322.0,,,9756.0,11479.0,20458.0,84555.0,17465,1291.0,959.0,234.0,,36.0,16.0,,,26.0,20.0,153.0,1113.0,25.0
2020-09-27,WV,15348,11893,900.0,,,3.0,,,2552.0,0.0,,,,334.0,275.0,9.0,,,0.0,,,50.0,0.0,,,
2020-09-27,WY,5633,3107,52.0,678.0,33.0,506.0,23.0,,267.0,1077.0,678.0,3988.0,1077,50.0,23.0,1.0,2.0,0.0,15.0,,,0.0,9.0,2.0,39.0,9.0
2020-09-23,AK,7941,1865,280.0,,198.0,1310.0,269.0,275.0,245.0,3499.0,435.0,2886.0,4620,45.0,18.0,1.0,,3.0,16.0,5.0,0.0,0.0,2.0,1.0,40.0,4.0
2020-09-23,AL,147153,44874,33099.0,,516.0,,,,10159.0,58502.0,7523.0,63590.0,76026,2488.0,1267.0,921.0,,8.0,,,,54.0,236.0,67.0,1977.0,444.0
2020-09-23,AR,77963,44127,16528.0,,915.0,207.0,2338.0,613.0,5223.0,8012.0,14657.0,63305.0,1,1229.0,699.0,239.0,,13.0,2.0,43.0,7.0,54.0,172.0,79.0,1150.0,0.0
2020-09-23,AS,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,AZ,215284,52874,6509.0,65732.0,2180.0,12602.0,,,7014.0,68373.0,65732.0,81179.0,68373,5525.0,1845.0,174.0,1681.0,64.0,579.0,,,90.0,624.0,1681.0,3220.0,624.0
2020-09-23,CA,787470,92581,23232.0,332405.0,30073.0,1409.0,2967.0,5653.0,56189.0,242961.0,332405.0,212104.0,242961,15204.0,4440.0,1151.0,7223.0,1739.0,46.0,66.0,105.0,119.0,315.0,7223.0,7666.0,315.0
2020-09-23,CO,66669,24707,2880.0,24587.0,1293.0,366.0,260.0,873.0,526.0,11173.0,24587.0,30905.0,,1926.0,1202.0,122.0,448.0,60.0,13.0,6.0,27.0,8.0,36.0,448.0,1438.0,36.0
2020-09-23,CT,56315,19676,7351.0,11067.0,825.0,55.0,,265.0,462.0,16614.0,11067.0,28634.0,16614,4497.0,3287.0,662.0,400.0,49.0,2.0,,35.0,21.0,41.0,400.0,4056.0,41.0
2020-09-23,DC,15050,3311,7711.0,,243.0,38.0,41.0,,3620.0,86.0,3841.0,9931.0,1278,621.0,67.0,462.0,78.0,8.0,,,,0.0,6.0,78.0,537.0,6.0
2020-09-23,DE,19830,7210,5271.0,4606.0,257.0,,,,923.0,1563.0,4606.0,13661.0,1563,629.0,405.0,162.0,49.0,1.0,,,,12.0,0.0,49.0,580.0,0.0
2020-09-23,FL,690499,174466,101411.0,198017.0,,,,,45078.0,171527.0,198017.0,277958.0,214524,13782.0,6493.0,2502.0,3446.0,,,,,572.0,769.0,3446.0,8846.0,1490.0
2020-09-23,GA,309678,93310,79891.0,39548.0,4841.0,187.0,286.0,,8599.0,83016.0,39548.0,155529.0,114601,6773.0,3292.0,2783.0,420.0,124.0,6.0,6.0,,28.0,114.0,420.0,6209.0,144.0
2020-09-23,GU,2235,253,,,567.0,,1001.0,,192.0,222.0,,,,37.0,,,,,,,,,37.0,,,37.0
2020-09-23,HI,11689,934,126.0,,1983.0,,2224.0,,298.0,6124.0,,,,122.0,8.0,5.0,,49.0,,26.0,,5.0,29.0,,,
2020-09-23,IA,83225,57681,4944.0,,2472.0,824.0,824.0,,1648.0,14832.0,11536.0,56857.0,14008,1294.0,1052.0,49.0,,26.0,5.0,12.0,,5.0,142.0,73.0,1065.0,155.0
2020-09-23,ID,38743,18894,354.0,,287.0,580.0,96.0,1258.0,3999.0,13275.0,6901.0,13924.0,17917,454.0,431.0,4.0,,3.0,6.0,,,5.0,5.0,55.0,395.0,4.0
2020-09-23,IL,281312,80971,38629.0,72653.0,6326.0,355.0,509.0,,10058.0,71811.0,72653.0,136848.0,71811,8744.0,4020.0,2211.0,1716.0,379.0,12.0,10.0,,48.0,348.0,1716.0,6680.0,112.0
2020-09-23,IN,113337,61161,11105.0,,1286.0,,,,16579.0,23206.0,9931.0,41852.0,61554,3530.0,2179.0,444.0,,18.0,,,,428.0,461.0,76.0,1678.0,1776.0
2020-09-23,KS,55226,36785,3944.0,,1426.0,413.0,,,3195.0,9463.0,14101.0,28555.0,12570,621.0,442.0,85.0,,13.0,7.0,,,41.0,33.0,91.0,480.0,50.0
2020-09-23,KY,63517,34215,5015.0,,516.0,153.0,59.0,2516.0,,21043.0,4411.0,35622.0,23484,1124.0,854.0,132.0,,12.0,0.0,,27.0,,99.0,35.0,953.0,136.0
2020-09-23,LA,163869,63233,59447.0,,8036.0,430.0,183.0,,14771.0,17769.0,,,163869,5407.0,2725.0,2417.0,,35.0,4.0,7.0,,31.0,188.0,140.0,4969.0,298.0
2020-09-23,MA,128512,40382,12172.0,29301.0,2846.0,,,,8166.0,35645.0,29301.0,63566.0,35645,9347.0,7058.0,759.0,646.0,232.0,,,,593.0,59.0,646.0,8642.0,59.0
2020-09-23,MD,121297,30087,38590.0,26458.0,2295.0,,,,5574.0,18293.0,26458.0,76546.0,18293,3902.0,1662.0,1597.0,448.0,145.0,,,,40.0,10.0,448.0,3444.0,10.0
2020-09-23,ME,5171,3443,968.0,,115.0,12.0,3.0,26.0,141.0,463.0,202.0,4171.0,798,140.0,121.0,4.0,,0.0,0.0,0.0,0.0,0.0,15.0,0.0,114.0,26.0
2020-09-23,MI,131259,63674,27087.0,,2468.0,577.0,,8709.0,8325.0,20419.0,9489.0,81844.0,39926,7013.0,3800.0,2675.0,,90.0,20.0,,100.0,140.0,188.0,200.0,5688.0,1125.0
2020-09-23,MN,92100,44053,16426.0,14643.0,4948.0,769.0,131.0,1168.0,1551.0,8411.0,14643.0,69046.0,8411,2037.0,1537.0,189.0,96.0,93.0,36.0,2.0,13.0,7.0,64.0,96.0,1877.0,64.0
2020-09-23,MO,116946,28067,11695.0,,,,,2339.0,2339.0,72506.0,8010.0,66670.0,42263,1947.0,969.0,490.0,,,,,17.0,60.0,411.0,79.0,1865.0,1.0
2020-09-23,MP,69,,,,,,,,,69.0,,,,2.0,,,,,,,,,2.0,,,
2020-09-23,MS,94573,33265,37313.0,2772.0,337.0,1272.0,,,5616.0,13998.0,2772.0,57988.0,33813,2870.0,1319.0,1326.0,38.0,6.0,85.0,,,37.0,60.0,38.0,2431.0,401.0
2020-09-23,MT,10912,5477,69.0,,35.0,1871.0,,,102.0,3358.0,368.0,6833.0,3711,165.0,80.0,,,,47.0,,,,38.0,,,
2020-09-23,NC,196501,88868,36406.0,,3010.0,2433.0,301.0,,23796.0,41687.0,45123.0,86256.0,65122,3316.0,1890.0,962.0,,42.0,44.0,4.0,,211.0,163.0,287.0,2655.0,374.0
2020-09-23,ND,18981,10573,1242.0,,276.0,1014.0,,303.0,37.0,5536.0,,,18981,156.0,,,,,,,,,156.0,,,156.0
2020-09-23,NE,42278,26000,2300.0,,1500.0,407.0,65.0,,1900.0,10106.0,11700.0,19000.0,11578,462.0,363.0,33.0,,18.0,11.0,0.0,,12.0,25.0,90.0,316.0,56.0
2020-09-23,NH,8007,5229,379.0,1002.0,220.0,,,,254.0,923.0,1002.0,6082.0,923,438.0,401.0,9.0,12.0,4.0,,,,1.0,11.0,12.0,415.0,11.0
2020-09-23,NJ,200988,48737,21079.0,38678.0,6599.0,,,,15074.0,70821.0,38678.0,91489.0,70821,16082.0,8578.0,2846.0,3180.0,872.0,,,,298.0,308.0,3180.0,12594.0,308.0
2020-09-23,NM,27987,4128,506.0,12720.0,181.0,8396.0,,,,2056.0,12720.0,13211.0,2056,857.0,173.0,7.0,159.0,2.0,404.0,,,,112.0,159.0,586.0,112.0
2020-09-23,NV,76807,16047,4797.0,25842.0,4350.0,297.0,,,5830.0,19644.0,25842.0,31321.0,19644,1556.0,527.0,125.0,242.0,129.0,8.0,,,5.0,520.0,242.0,794.0,520.0
2020-09-23,NY,451892,,,,,,,,,451892.0,,,,28699.0,8801.0,6451.0,6795.0,1718.0,,,,1848.0,3086.0,6795.0,18818.0,3086.0
2020-09-23,OH,146753,82075,29759.0,,3703.0,182.0,193.0,4498.0,9438.0,16905.0,8954.0,105677.0,32122,4687.0,3618.0,854.0,,47.0,4.0,2.0,62.0,32.0,68.0,102.0,4468.0,117.0
2020-09-23,OK,80161,45362,5749.0,,2716.0,7836.0,,,3173.0,15325.0,13232.0,44327.0,22602,970.0,693.0,65.0,,21.0,98.0,,,30.0,63.0,63.0,758.0,149.0
2020-09-23,OR,31503,13044,1057.0,,933.0,793.0,577.0,584.0,10782.0,3733.0,12331.0,15559.0,3613,538.0,355.0,12.0,,19.0,12.0,7.0,9.0,59.0,65.0,74.0,373.0,91.0
2020-09-23,PA,152544,57739,20348.0,,2670.0,,,,1475.0,70312.0,12637.0,39968.0,99939,8062.0,5738.0,1651.0,,166.0,,,,379.0,128.0,468.0,7466.0,128.0
2020-09-23,PR,42660,,,,,,,,,42660.0,,,,617.0,,,,,,,,,617.0,,,
2020-09-23,RI,24177,6830,2230.0,8187.0,359.0,72.0,0.0,156.0,316.0,6027.0,8187.0,9963.0,6027,1102.0,724.0,56.0,104.0,13.0,1.0,0.0,1.0,0.0,203.0,104.0,795.0,203.0
2020-09-23,SC,141686,54045,37318.0,,1345.0,,,,9280.0,39698.0,11262.0,73360.0,57064,3262.0,1569.0,1141.0,,23.0,,,,81.0,448.0,101.0,2367.0,794.0
2020-09-23,SD,19634,11791,1253.0,1506.0,783.0,2353.0,,,1948.0,0.0,1506.0,18128.0,0,202.0,130.0,2.0,6.0,5.0,42.0,,,17.0,0.0,6.0,196.0,0.0
2020-09-23,TN,186709,101155,34474.0,,1719.0,254.0,144.0,,23027.0,25936.0,24874.0,123915.0,37920,2275.0,1513.0,624.0,,21.0,4.0,2.0,,99.0,12.0,140.0,2123.0,12.0
2020-09-23,TX,719599,15798,8797.0,21074.0,793.0,,,,241.0,672896.0,21074.0,25629.0,672896,15129.0,4552.0,1713.0,8488.0,286.0,,,,82.0,8.0,8488.0,6633.0,8.0
2020-09-23,UT,65921,30860,1381.0,21669.0,1519.0,1227.0,2513.0,,7311.0,6722.0,21669.0,37530.0,6722,444.0,229.0,7.0,100.0,23.0,34.0,24.0,,36.0,24.0,100.0,320.0,24.0
2020-09-23,VA,142590,40376,28496.0,33794.0,4344.0,171.0,,1030.0,3335.0,31044.0,33794.0,77752.0,31044,3089.0,1671.0,806.0,300.0,144.0,6.0,,3.0,51.0,108.0,300.0,2681.0,108.0
2020-09-23,VI,1290,,,,,,,,,1290.0,,,1290,19.0,,,,,,,,,19.0,,,19.0
2020-09-23,VT,1722,1433,174.0,,66.0,2.0,,,38.0,9.0,59.0,1658.0,5,58.0,55.0,,,2.0,,,,1.0,0.0,0.0,58.0,0.0
2020-09-23,WA,83702,22399,3419.0,23950.0,2821.0,961.0,1442.0,1503.0,1160.0,26047.0,23950.0,33705.0,26047,2081.0,1386.0,68.0,293.0,153.0,53.0,32.0,23.0,40.0,33.0,293.0,1755.0,33.0
2020-09-23,WI,112222,77222,11242.0,,2690.0,1191.0,,,9269.0,10608.0,19540.0,76931.0,15751,1268.0,940.0,233.0,,35.0,16.0,,,25.0,19.0,150.0,1094.0,24.0
2020-09-23,WV,14504,11377,873.0,,,2.0,,,2252.0,0.0,,,,319.0,266.0,7.0,,,0.0,,,46.0,0.0,,,
2020-09-23,WY,5169,2778,48.0,646.0,34.0,502.0,17.0,,253.0,1015.0,646.0,3632.0,1015,50.0,23.0,1.0,2.0,0.0,15.0,,,0.0,9.0,2.0,39.0,9.0
2020-09-20,AK,7767,1713,264.0,,177.0,1214.0,264.0,248.0,239.0,3648.0,410.0,2584.0,4773,45.0,18.0,1.0,,3.0,16.0,5.0,0.0,0.0,2.0,1.0,40.0,4.0
2020-09-20,AL,144962,43924,32754.0,,509.0,,,,9759.0,58000.0,7473.0,62555.0,74933,2437.0,1248.0,902.0,,8.0,,,,52.0,227.0,65.0,1941.0,430.0
2020-09-20,AR,75723,42632,16053.0,,891.0,199.0,2271.0,603.0,5149.0,7925.0,14463.0,61259.0,1,1181.0,670.0,231.0,,13.0,2.0,43.0,7.0,52.0,163.0,76.0,1105.0,0.0
2020-09-20,AS,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-20,AZ,214018,52313,6481.0,65389.0,2152.0,12543.0,,,6932.0,68208.0,65389.0,80421.0,68208,5476.0,1845.0,170.0,1675.0,64.0,577.0,,,90.0,613.0,1675.0,3188.0,613.0
2020-09-20,CA,778400,91202,22921.0,328275.0,29647.0,1378.0,2938.0,5547.0,55702.0,240790.0,328275.0,209335.0,240790,14987.0,4369.0,1134.0,7120.0,1717.0,45.0,65.0,103.0,115.0,319.0,7120.0,7548.0,319.0
2020-09-20,CO,64857,24327,2866.0,24191.0,1271.0,363.0,259.0,875.0,505.0,10195.0,24191.0,30466.0,,1913.0,1196.0,121.0,442.0,59.0,13.0,6.0,27.0,8.0,36.0,442.0,1430.0,36.0
2020-09-20,CT,55527,19472,7306.0,10887.0,815.0,53.0,,239.0,396.0,16359.0,10887.0,28281.0,16359,4492.0,3283.0,662.0,400.0,48.0,2.0,,35.0,21.0,41.0,400.0,4051.0,41.0
2020-09-20,DC,14955,3276,7652.0,,240.0,38.0,41.0,,3604.0,104.0,3824.0,9836.0,1295,620.0,67.0,461.0,78.0,8.0,,,,0.0,6.0,78.0,536.0,6.0
2020-09-20,DE,19566,7085,5199.0,4547.0,256.0,,,,911.0,1568.0,4547.0,13451.0,1568,621.0,400.0,160.0,48.0,1.0,,,,12.0,0.0,48.0,573.0,0.0
2020-09-20,FL,683754,171108,100333.0,195941.0,,,,,44539.0,171833.0,195941.0,272503.0,215310,13459.0,6336.0,2451.0,3352.0,,,,,562.0,758.0,3352.0,8621.0,1486.0
2020-09-20,GA,306155,90937,78415.0,38998.0,4740.0,183.0,281.0,,8506.0,84095.0,38998.0,151946.0,115211,6602.0,3202.0,2727.0,414.0,122.0,6.0,6.0,,23.0,102.0,414.0,6057.0,131.0
2020-09-20,GU,2117,251,,,534.0,,914.0,,200.0,218.0,,,,34.0,,,,,,,,,34.0,,,34.0
2020-09-20,HI,11403,934,126.0,,1983.0,,2224.0,,298.0,5838.0,,,,120.0,8.0,5.0,,49.0,,26.0,,5.0,27.0,,,
2020-09-20,IA,80281,55396,4817.0,,2408.0,802.0,802.0,,1605.0,14451.0,11239.0,55396.0,14451,1265.0,1029.0,46.0,,26.0,5.0,13.0,,5.0,139.0,70.0,1042.0,151.0
2020-09-20,ID,37491,18178,351.0,,280.0,546.0,95.0,1237.0,3908.0,12896.0,6704.0,13368.0,17418,443.0,415.0,4.0,,3.0,6.0,,,7.0,8.0,51.0,383.0,9.0
2020-09-20,IL,276456,78956,38217.0,71718.0,6253.0,350.0,496.0,,9889.0,70577.0,71718.0,134161.0,70577,8686.0,3965.0,2199.0,1705.0,378.0,12.0,10.0,,50.0,367.0,1705.0,6614.0,131.0
